id,code,title,definition
1114361195,1F81,Dicrocoeliasis,"A disease caused by an infection with the parasitic worm Dicrocoelium dendriticum. This disease is commonly asymptomatic. This disease may present with cholecystitis, liver abscesses, or upper abdominal pain. Transmission is by ingestion of infected ants. Confirmation is by identification of Dicrocoelium dendriticum eggs in a faecal sample or duodenal fluid."
1780467429,1D61.1,Bolivian haemorrhagic fever,"A disease endemic to Bolivia that is caused by an infection with Machupo virus. Early disease symptoms/signs include fever, mild hypertension, headache, bleeding gums, and fatigue. Advanced signs include mucous membrane haemorrhage, epistaxis, melena, and neurological damage such as tremors, seizures, loss of muscle control, and coma. Onset of disease symptoms occur usually within seven days of infection. The lethality ranges from 18% to 22%. Transmission occurs by inhalation, consumption, or direct contact with excretions and bodily fluids from infected rodents. Diagnosis occurs by identification of Machupo virus from blood or mucosal secretions samples."
588527933,1C81,Acute poliomyelitis,"A disease of the nervous system, caused by human poliovirus. This disease commonly presents with a fever, sore throat, headache, vomiting, or stiffness of the neck and back. This disease may present with an acute onset of flaccid paralysis. Transmission is commonly by the faecal-oral route or direct contact. Confirmation is by identification of poliovirus in a faecal sample or by a lumbar puncture."
2003167397,1F28.5,Disseminated dermatophytosis,"Extensive and invasive dermatophyte infection due either to a specific genetic anergy to dermatophytes or to profound immunosuppression. Dermal nodules, abscesses or draining sinuses may occur; rarely bone, central nervous system and lymph nodes may be involved."
454434138,1B14,Latent tuberculosis,
1751751918,1C1E.3,Mixed lesions of pinta,
1552401955,1C61.0,HIV disease clinical stage 1 associated with malaria,
1280139157,1C60.3,HIV disease clinical stage 4 associated with tuberculosis,
1786908147,,Helminthiases,
247169608,1C1D.3,Latent yaws,"Latent yaws is defined as yaws with no clinical signs and only serological evidence of infection (reactive treponemal and non-treponemal tests). Infectious relapses may occur in latent cases for up to 5 and, rarely, 10 years. The total duration of infectivity for an untreated yaws patient, including relapses, is thought to be about 12-18 months."
1827301146,1G04.0,Classical scabies,
1771381430,1C31.1,Spotted fever due to Rickettsia conorii,
1208294714,1D80,Mumps,"A disease caused by an infection with mumps virus. This disease commonly presents with fever, headache, fatigue, or eventually parotitis. Transmission is by contact with respiratory secretions, directly or indirectly."
862789727,1F42,Malaria due to Plasmodium malariae,"A disease caused by an infection with the protozoan parasite Plasmodium malariae. This disease is characterised by fever, chills, headache, nausea and vomiting, body aches, or general malaise. Transmission is through the bite of an infected mosquito. Confirmation is by identification of Plasmodium malariae in a blood sample."
1485671112,1D85.0,Dilated cardiomyopathy secondary to viral myocarditis,
22873958,1F75,Sparganosis,"A disease caused by an infection with the parasitic worm Spirometra. This disease presents with symptoms depending on the site of the infection. Transmission is by ingestion of contaminated water or ingestion of infected undercooked second intermediate hosts (such as fish, reptiles or amphibians). Confirmation is by identification of Spirometra eggs in a faecal sample."
1616956984,1A36.00,Acute amoebiasis,"A disease caused by an infection with the protozoan parasite Entamoeba histolytica. This disease is characterised by fever, abdominal pain, tenesmus, or diarrhoea containing blood. Transmission is by the faecal-oral route or ingestion of contaminated food or water. Confirmation is by identification of Entamoeba histolytica in a faecal or blood sample."
482659345,1C1E.0,Primary lesions of pinta,The primary stage of pinta is characterised by a sparse eruption of cutaneous papules and erythematous scaly plaques. This stage may last for months to years.
2072098125,1C1C.1,Waterhouse-Friderichsen syndrome,"A syndrome of the adrenal glands, commonly caused by an infection with meningococcus Neisseria meningitidis. This syndrome is characterised by bleeding into the adrenal glands due to the severe bacterial infection. This syndrome may present with fever, chills, vomiting, myalgia, or rash, with progression to disseminated intravascular coagulation. Transmission is by direct contact or droplet transmission."
1659043996,1E91.0,Zoster without complications,A painful blistering skin eruption following a dermatomal distribution resulting from reactivation of Varicella zoster virus in dorsal nerve root ganglia.
416025325,1A01,Intestinal infection due to other Vibrio,
2096491408,1F23.3,Systemic or invasive candidosis,"Invasion of internal organs by Candida yeasts. Risk factors include acute leukemia, haematopoietic stem cell or solid organ transplantation, and acute critical illness. Candida species other than Candida albicans are commonly implicated."
1324834502,1B75.3,Pyogenic abscess of the skin,"A pus-producing abscess of the skin most commonly due to bacterial infection by Staphylococcus aureus. It is prone to develop where the normal anatomy is disturbed as in pilonidal disease, an epidermoid cyst or around foreign bodies such as surgical sutures."
1465996172,1E51.3,Chronic hepatitis E,
1276763930,1D45,Sandfly fever,
1820468614,1B11.0,Tuberculous meningitis,"A disease of the meninges, caused by an infection with the bacteria Mycobacterium tuberculosis. This disease is characterised by fever, headache, or neurological deficits. Transmission is through haematogenous spread to the meninges after inhalation of infected respiratory secretions. Confirmation is by identification of Mycobacterium tuberculosis in the cerebrospinal fluid."
1453111118,1B41.1,Acute rheumatic endocarditis,"A disease of the endocardium, caused as a result of acute rheumatic fever. This disease is characterised by a high fever, chills, shortness of breath, rapid or irregular heartbeat, coughing up of blood, abdominal pain or septicaemia. This disease commonly presents with valvular involvement. Confirmation is by echocardiography."
839653996,1F63,Capillariasis,
777604655,1D03.32,Pituitary abscess,
1412960686,,Pyogenic bacterial infections of the skin or subcutaneous tissues,
714215906,1D03.33,Multiple or widespread intracranial abscess,"Multiple focal suppurative infections within the cranial cavity, including the epidural and subdural spaces, or in the brain, brainstem or cerebellum. The abscesses are typically surrounded by a vascularised capsule. Cerebritis describes nonencapsulated brain abscesses. The infective agent may be bacterial, fungal, or parasitic. The signs and symptoms are variable but typically present as an expanding mass lesion, over a variable period of time, with headache, fever, and a focal neurologic deficit. Seizures may occur. Diagnosis is made by neuroimaging. Microbiologic diagnosis is made by gram stain and culture of abscess material."
2072728114,,Tuberculosis,A disease caused by an infection with bacteria of the Mycobacterium tuberculosis complex. This disease presents with symptoms depending on the site of infection. Transmission is commonly by inhalation of infected respiratory secretions.
30738976,,Viral intestinal infections,"Any condition of the intestines, caused by an infection with a viral source."
1367149207,1G01,Myiasis,"A disease of the tissues, caused by an infection with fly larvae from the order Diptera. This disease is characterised by a lump developing in the tissue. Transmission is by ingestion of contaminated larvae, direct contact with an infected mosquito, tick, fly, or indirect contact with infected fly eggs. Confirmation is by identification of Diptera from a tissue sample."
